tract_id,pct_land
12071080203,82.98913135323282
12071040110,95.405231067931
12071040124,99.53555004574474
12071040311,97.95693137717915
12071040205,99.89346937929744
12071040312,99.11118545085714
12071040108,94.18983527453089
12071050207,93.89581769337987
12071050311,91.42077457631108
12071050103,98.22574349956986
12071001706,98.24024689722701
12071010203,95.13082900629236
12071001910,91.57208936221666
12071980000,92.40661118209631
12071080300,35.17691066008382
12071040301,99.91351232257139
12071001920,97.13603215369909
12071001711,95.32379587708084
12071001205,97.5868056967053
12071001204,97.97703665695431
12071010422,88.78588222505638
12071040211,99.66209001346081
12071050321,67.64400178840911
12071040315,98.05542852835498
12071001206,95.92066879126541
12071040316,97.42210715576066
12071001921,71.79587991997867
12071010503,94.14467508707864
12071040139,98.87164930452704
12071040133,97.446366739495
12071040128,99.0742230379972
12071001709,79.94842340640685
12071001209,99.31608366158751
12071010106,94.42141101684582
12071010209,97.53745111617374
12071001922,93.7355241572341
12071010415,37.931285719484485
12071020301,99.35269817905558
12071070202,38.71779249016809
12071050324,85.66599239291507
12071001207,97.5059606443721
12071010416,83.97068875848032
12071010414,91.11994029397464
12071010207,95.29296811728533
12071070201,28.201000631762025
12071020302,99.96675871324435
12071030205,93.78621008958397
12071010112,91.46653214817361
12071010113,98.65539080710664
12071010108,90.11649223552605
12071050211,97.89317967449401
12071050603,96.05403268125079
12071050402,96.71608641862865
12071050604,94.83969255580189
12071050401,94.48127119214938
12071040212,97.52758400522646
12071050315,100.0
12071050318,98.68018257185577
12071050320,97.78349907333967
12071010418,88.97894411299137
12071020103,96.95008442237881
12071010110,68.28940191344869
12071010111,93.87706835801805
12071040138,92.9799986421368
12071050317,97.18156726685609
12071050502,94.93536094344881
12071050501,98.7242337704732
12071050213,97.28883439404999
12071010420,94.57260549117609
12071040135,95.87106016420941
12071040130,91.65755166959394
12071001917,88.85007868233178
12071010421,93.4129563515129
12071050322,90.56150277796309
12071010417,72.48518315691341
12071010419,95.30839215955041
12071050212,97.70651692506156
12071050319,69.02185979654136
12071050210,96.7388117640407
12071010107,92.68596847823626
12071010423,57.8746898167959
12071050325,90.72902226927094
12071001708,97.29792557242587
12071010309,84.57090887065358
12071010109,79.47199514274318
12071001001,98.87756154022784
12071020801,95.82835367882315
12071001710,93.99575799952088
12071000304,19.310533814154788
12071001103,99.03619137560737
12071001208,97.58040903922435
12071001104,98.78197449220595
12071001203,94.82647564333115
12071010206,94.45987295086192
12071001918,100.0
12071010205,96.35323678766584
12071000303,30.76876542612399
12071000305,98.60901778071907
12071010413,90.19034279893565
12071010504,90.07301821105384
12071040136,92.68273757934928
12071010210,99.02740905438853
12071010208,96.31858237509117
12071000306,100.0
12071040129,99.72647492657202
12071010308,86.49511566727546
12071001919,92.74169242240743
12071001923,54.24038376991792
12071001002,99.95030842385042
12071020802,99.16832775563402
12071050316,98.96063287303821
12071040137,91.08644196927563
12071040132,99.26281082849769
12071001916,90.37184462021045
12071050323,100.0
12071020104,97.38629765183042
12071040208,99.71400039775268
12071050208,97.6336147812175
12071000504,95.3029997209542
12071010602,93.60760980516397
12071010801,65.1980167545988
12071010802,62.25108306124957
12071010803,29.129710733794962
12071010104,90.44928769239863
12071001300,98.29775860566536
12071001501,93.7944785561094
12071001601,97.77317866115413
12071001602,98.69532176348064
12071001701,95.91364571027488
12071020102,96.60950762543182
12071010306,91.76563107227607
12071030300,96.50468872866954
12071000401,78.78247939447779
12071020400,79.54994341394695
12071020501,96.67393820082737
12071020502,73.04747580857888
12071020600,87.22493986375856
12071000402,89.48351801298996
12071000502,99.84682715622833
12071020700,78.50022534690827
12071040302,99.71546269928034
12071001705,96.09725570286864
12071001801,58.344129096065934
12071001802,51.64809011842013
12071040303,99.72812491904564
12071040304,96.17619752832594
12071040305,98.32691333880459
12071060101,43.67863052400735
12071001502,97.54898105550222
12071050305,70.67014124982133
12071040308,99.25999119317804
12071001903,48.78850257078058
12071001908,75.71854282898046
12071000700,99.81808947567376
12071090100,21.658500175788557
