tract_id,county_fips,n_units,MBT,pct_share,n_buildings,avg_sq_ft,TIV_per_unit,TIV_total,peak_gust_mph
12071010420,12071,864,W1,0.52,449,1800.0,198000.0,88902000.0,155.3
12071010420,12071,864,MH,0.3,259,900.0,49500.0,12820500.0,155.3
12071010420,12071,864,M1,0.1,86,1600.0,192000.0,16512000.0,155.3
12071010420,12071,864,C1,0.05,43,2000.0,280000.0,12040000.0,155.3
12071010420,12071,864,S1,0.03,26,2200.0,341000.0,8866000.0,155.3
12071040135,12071,649,W1,0.52,337,1800.0,198000.0,66726000.0,148.8
12071040135,12071,649,MH,0.3,195,900.0,49500.0,9652500.0,148.8
12071040135,12071,649,M1,0.1,65,1600.0,192000.0,12480000.0,148.8
12071040135,12071,649,C1,0.05,32,2000.0,280000.0,8960000.0,148.8
12071040135,12071,649,S1,0.03,19,2200.0,341000.0,6479000.0,148.8
12071040130,12071,364,W1,0.52,189,1800.0,198000.0,37422000.0,145.3
12071040130,12071,364,MH,0.3,109,900.0,49500.0,5395500.0,145.3
12071040130,12071,364,M1,0.1,36,1600.0,192000.0,6912000.0,145.3
12071040130,12071,364,C1,0.05,18,2000.0,280000.0,5040000.0,145.3
12071040130,12071,364,S1,0.03,11,2200.0,341000.0,3751000.0,145.3
12071001917,12071,294,W1,0.52,153,1800.0,198000.0,30294000.0,147.3
12071001917,12071,294,MH,0.3,88,900.0,49500.0,4356000.0,147.3
12071001917,12071,294,M1,0.1,29,1600.0,192000.0,5568000.0,147.3
12071001917,12071,294,C1,0.05,15,2000.0,280000.0,4200000.0,147.3
12071001917,12071,294,S1,0.03,9,2200.0,341000.0,3069000.0,147.3
12071010421,12071,511,W1,0.52,266,1800.0,198000.0,52668000.0,154.3
12071010421,12071,511,MH,0.3,153,900.0,49500.0,7573500.0,154.3
12071010421,12071,511,M1,0.1,51,1600.0,192000.0,9792000.0,154.3
12071010421,12071,511,C1,0.05,26,2000.0,280000.0,7280000.0,154.3
12071010421,12071,511,S1,0.03,15,2200.0,341000.0,5115000.0,154.3
12071050322,12071,422,W1,0.52,219,1800.0,198000.0,43362000.0,135.2
12071050322,12071,422,MH,0.3,127,900.0,49500.0,6286500.0,135.2
12071050322,12071,422,M1,0.1,42,1600.0,192000.0,8064000.0,135.2
12071050322,12071,422,C1,0.05,21,2000.0,280000.0,5880000.0,135.2
12071050322,12071,422,S1,0.03,13,2200.0,341000.0,4433000.0,135.2
12071010417,12071,278,W1,0.52,145,1800.0,198000.0,28710000.0,153.4
12071010417,12071,278,MH,0.3,83,900.0,49500.0,4108500.0,153.4
12071010417,12071,278,M1,0.1,28,1600.0,192000.0,5376000.0,153.4
12071010417,12071,278,C1,0.05,14,2000.0,280000.0,3920000.0,153.4
12071010417,12071,278,S1,0.03,8,2200.0,341000.0,2728000.0,153.4
12071010419,12071,464,W1,0.52,241,1800.0,198000.0,47718000.0,154.4
12071010419,12071,464,MH,0.3,139,900.0,49500.0,6880500.0,154.4
12071010419,12071,464,M1,0.1,46,1600.0,192000.0,8832000.0,154.4
12071010419,12071,464,C1,0.05,23,2000.0,280000.0,6440000.0,154.4
12071010419,12071,464,S1,0.03,14,2200.0,341000.0,4774000.0,154.4
12071050212,12071,199,W1,0.52,103,1800.0,198000.0,20394000.0,143.0
12071050212,12071,199,MH,0.3,60,900.0,49500.0,2970000.0,143.0
12071050212,12071,199,M1,0.1,20,1600.0,192000.0,3840000.0,143.0
12071050212,12071,199,C1,0.05,10,2000.0,280000.0,2800000.0,143.0
12071050212,12071,199,S1,0.03,6,2200.0,341000.0,2046000.0,143.0
12071050319,12071,1190,W1,0.52,619,1800.0,198000.0,122562000.0,141.0
12071050319,12071,1190,MH,0.3,357,900.0,49500.0,17671500.0,141.0
12071050319,12071,1190,M1,0.1,119,1600.0,192000.0,22848000.0,141.0
12071050319,12071,1190,C1,0.05,60,2000.0,280000.0,16800000.0,141.0
12071050319,12071,1190,S1,0.03,36,2200.0,341000.0,12276000.0,141.0
12071050210,12071,288,W1,0.52,150,1800.0,198000.0,29700000.0,139.4
12071050210,12071,288,MH,0.3,86,900.0,49500.0,4257000.0,139.4
12071050210,12071,288,M1,0.1,29,1600.0,192000.0,5568000.0,139.4
12071050210,12071,288,C1,0.05,14,2000.0,280000.0,3920000.0,139.4
12071050210,12071,288,S1,0.03,9,2200.0,341000.0,3069000.0,139.4
12071010107,12071,411,W1,0.52,214,1800.0,198000.0,42372000.0,154.3
12071010107,12071,411,MH,0.3,123,900.0,49500.0,6088500.0,154.3
12071010107,12071,411,M1,0.1,41,1600.0,192000.0,7872000.0,154.3
12071010107,12071,411,C1,0.05,21,2000.0,280000.0,5880000.0,154.3
12071010107,12071,411,S1,0.03,12,2200.0,341000.0,4092000.0,154.3
12071010423,12071,2011,W1,0.52,1046,1800.0,198000.0,207108000.0,155.1
12071010423,12071,2011,MH,0.3,603,900.0,49500.0,29848500.0,155.1
12071010423,12071,2011,M1,0.1,201,1600.0,192000.0,38592000.0,155.1
12071010423,12071,2011,C1,0.05,101,2000.0,280000.0,28280000.0,155.1
12071010423,12071,2011,S1,0.03,60,2200.0,341000.0,20460000.0,155.1
12071050325,12071,450,W1,0.52,234,1800.0,198000.0,46332000.0,116.2
12071050325,12071,450,MH,0.3,135,900.0,49500.0,6682500.0,116.2
12071050325,12071,450,M1,0.1,45,1600.0,192000.0,8640000.0,116.2
12071050325,12071,450,C1,0.05,22,2000.0,280000.0,6160000.0,116.2
12071050325,12071,450,S1,0.03,14,2200.0,341000.0,4774000.0,116.2
12071001708,12071,176,W1,0.52,92,1800.0,198000.0,18216000.0,150.3
12071001708,12071,176,MH,0.3,53,900.0,49500.0,2623500.0,150.3
12071001708,12071,176,M1,0.1,18,1600.0,192000.0,3456000.0,150.3
12071001708,12071,176,C1,0.05,9,2000.0,280000.0,2520000.0,150.3
12071001708,12071,176,S1,0.03,5,2200.0,341000.0,1705000.0,150.3
12071010309,12071,517,W1,0.52,269,1800.0,198000.0,53262000.0,146.2
12071010309,12071,517,MH,0.3,155,900.0,49500.0,7672500.0,146.2
12071010309,12071,517,M1,0.1,52,1600.0,192000.0,9984000.0,146.2
12071010309,12071,517,C1,0.05,26,2000.0,280000.0,7280000.0,146.2
12071010309,12071,517,S1,0.03,16,2200.0,341000.0,5456000.0,146.2
12071010109,12071,752,W1,0.52,391,1800.0,198000.0,77418000.0,155.8
12071010109,12071,752,MH,0.3,226,900.0,49500.0,11187000.0,155.8
12071010109,12071,752,M1,0.1,75,1600.0,192000.0,14400000.0,155.8
12071010109,12071,752,C1,0.05,38,2000.0,280000.0,10640000.0,155.8
12071010109,12071,752,S1,0.03,23,2200.0,341000.0,7843000.0,155.8
12071001001,12071,203,W1,0.52,106,1800.0,198000.0,20988000.0,150.0
12071001001,12071,203,MH,0.3,61,900.0,49500.0,3019500.0,150.0
12071001001,12071,203,M1,0.1,20,1600.0,192000.0,3840000.0,150.0
12071001001,12071,203,C1,0.05,10,2000.0,280000.0,2800000.0,150.0
12071001001,12071,203,S1,0.03,6,2200.0,341000.0,2046000.0,150.0
12071020801,12071,214,W1,0.52,111,1800.0,198000.0,21978000.0,145.5
12071020801,12071,214,MH,0.3,64,900.0,49500.0,3168000.0,145.5
12071020801,12071,214,M1,0.1,21,1600.0,192000.0,4032000.0,145.5
12071020801,12071,214,C1,0.05,11,2000.0,280000.0,3080000.0,145.5
12071020801,12071,214,S1,0.03,6,2200.0,341000.0,2046000.0,145.5
12071001710,12071,122,W1,0.52,63,1800.0,198000.0,12474000.0,149.7
12071001710,12071,122,MH,0.3,37,900.0,49500.0,1831500.0,149.7
12071001710,12071,122,M1,0.1,12,1600.0,192000.0,2304000.0,149.7
12071001710,12071,122,C1,0.05,6,2000.0,280000.0,1680000.0,149.7
12071001710,12071,122,S1,0.03,4,2200.0,341000.0,1364000.0,149.7
12071000304,12071,354,W1,0.52,184,1800.0,198000.0,36432000.0,151.2
12071000304,12071,354,MH,0.3,106,900.0,49500.0,5247000.0,151.2
12071000304,12071,354,M1,0.1,35,1600.0,192000.0,6720000.0,151.2
12071000304,12071,354,C1,0.05,18,2000.0,280000.0,5040000.0,151.2
12071000304,12071,354,S1,0.03,11,2200.0,341000.0,3751000.0,151.2
12071001103,12071,104,W1,0.52,54,1800.0,198000.0,10692000.0,151.0
12071001103,12071,104,MH,0.3,31,900.0,49500.0,1534500.0,151.0
12071001103,12071,104,M1,0.1,10,1600.0,192000.0,1920000.0,151.0
12071001103,12071,104,C1,0.05,5,2000.0,280000.0,1400000.0,151.0
12071001103,12071,104,S1,0.03,3,2200.0,341000.0,1023000.0,151.0
12071001208,12071,664,W1,0.52,345,1800.0,198000.0,68310000.0,150.8
12071001208,12071,664,MH,0.3,199,900.0,49500.0,9850500.0,150.8
12071001208,12071,664,M1,0.1,66,1600.0,192000.0,12672000.0,150.8
12071001208,12071,664,C1,0.05,33,2000.0,280000.0,9240000.0,150.8
12071001208,12071,664,S1,0.03,20,2200.0,341000.0,6820000.0,150.8
12071001104,12071,105,W1,0.52,55,1800.0,198000.0,10890000.0,151.0
12071001104,12071,105,MH,0.3,32,900.0,49500.0,1584000.0,151.0
12071001104,12071,105,M1,0.1,10,1600.0,192000.0,1920000.0,151.0
12071001104,12071,105,C1,0.05,5,2000.0,280000.0,1400000.0,151.0
12071001104,12071,105,S1,0.03,3,2200.0,341000.0,1023000.0,151.0
12071001203,12071,399,W1,0.52,207,1800.0,198000.0,40986000.0,151.5
12071001203,12071,399,MH,0.3,120,900.0,49500.0,5940000.0,151.5
12071001203,12071,399,M1,0.1,40,1600.0,192000.0,7680000.0,151.5
12071001203,12071,399,C1,0.05,20,2000.0,280000.0,5600000.0,151.5
12071001203,12071,399,S1,0.03,12,2200.0,341000.0,4092000.0,151.5
12071010206,12071,879,W1,0.52,457,1800.0,198000.0,90486000.0,152.2
12071010206,12071,879,MH,0.3,264,900.0,49500.0,13068000.0,152.2
12071010206,12071,879,M1,0.1,88,1600.0,192000.0,16896000.0,152.2
12071010206,12071,879,C1,0.05,44,2000.0,280000.0,12320000.0,152.2
12071010206,12071,879,S1,0.03,26,2200.0,341000.0,8866000.0,152.2
12071001918,12071,155,W1,0.52,81,1800.0,198000.0,16038000.0,149.7
12071001918,12071,155,MH,0.3,46,900.0,49500.0,2277000.0,149.7
12071001918,12071,155,M1,0.1,16,1600.0,192000.0,3072000.0,149.7
12071001918,12071,155,C1,0.05,8,2000.0,280000.0,2240000.0,149.7
12071001918,12071,155,S1,0.03,5,2200.0,341000.0,1705000.0,149.7
12071010205,12071,661,W1,0.52,344,1800.0,198000.0,68112000.0,152.8
12071010205,12071,661,MH,0.3,198,900.0,49500.0,9801000.0,152.8
12071010205,12071,661,M1,0.1,66,1600.0,192000.0,12672000.0,152.8
12071010205,12071,661,C1,0.05,33,2000.0,280000.0,9240000.0,152.8
12071010205,12071,661,S1,0.03,20,2200.0,341000.0,6820000.0,152.8
12071000303,12071,631,W1,0.52,328,1800.0,198000.0,64944000.0,152.2
12071000303,12071,631,MH,0.3,189,900.0,49500.0,9355500.0,152.2
12071000303,12071,631,M1,0.1,63,1600.0,192000.0,12096000.0,152.2
12071000303,12071,631,C1,0.05,32,2000.0,280000.0,8960000.0,152.2
12071000303,12071,631,S1,0.03,19,2200.0,341000.0,6479000.0,152.2
12071000305,12071,143,W1,0.52,74,1800.0,198000.0,14652000.0,152.0
12071000305,12071,143,MH,0.3,43,900.0,49500.0,2128500.0,152.0
12071000305,12071,143,M1,0.1,14,1600.0,192000.0,2688000.0,152.0
12071000305,12071,143,C1,0.05,7,2000.0,280000.0,1960000.0,152.0
12071000305,12071,143,S1,0.03,4,2200.0,341000.0,1364000.0,152.0
12071010413,12071,306,W1,0.52,159,1800.0,198000.0,31482000.0,151.0
12071010413,12071,306,MH,0.3,92,900.0,49500.0,4554000.0,151.0
12071010413,12071,306,M1,0.1,31,1600.0,192000.0,5952000.0,151.0
12071010413,12071,306,C1,0.05,15,2000.0,280000.0,4200000.0,151.0
12071010413,12071,306,S1,0.03,9,2200.0,341000.0,3069000.0,151.0
12071010504,12071,106,W1,0.52,55,1800.0,198000.0,10890000.0,150.7
12071010504,12071,106,MH,0.3,32,900.0,49500.0,1584000.0,150.7
12071010504,12071,106,M1,0.1,11,1600.0,192000.0,2112000.0,150.7
12071010504,12071,106,C1,0.05,5,2000.0,280000.0,1400000.0,150.7
12071010504,12071,106,S1,0.03,3,2200.0,341000.0,1023000.0,150.7
12071040136,12071,380,W1,0.52,198,1800.0,198000.0,39204000.0,143.2
12071040136,12071,380,MH,0.3,114,900.0,49500.0,5643000.0,143.2
12071040136,12071,380,M1,0.1,38,1600.0,192000.0,7296000.0,143.2
12071040136,12071,380,C1,0.05,19,2000.0,280000.0,5320000.0,143.2
12071040136,12071,380,S1,0.03,11,2200.0,341000.0,3751000.0,143.2
12071010210,12071,487,W1,0.52,253,1800.0,198000.0,50094000.0,144.5
12071010210,12071,487,MH,0.3,146,900.0,49500.0,7227000.0,144.5
12071010210,12071,487,M1,0.1,49,1600.0,192000.0,9408000.0,144.5
12071010210,12071,487,C1,0.05,24,2000.0,280000.0,6720000.0,144.5
12071010210,12071,487,S1,0.03,15,2200.0,341000.0,5115000.0,144.5
12071010208,12071,589,W1,0.52,306,1800.0,198000.0,60588000.0,147.7
12071010208,12071,589,MH,0.3,177,900.0,49500.0,8761500.0,147.7
12071010208,12071,589,M1,0.1,59,1600.0,192000.0,11328000.0,147.7
12071010208,12071,589,C1,0.05,29,2000.0,280000.0,8120000.0,147.7
12071010208,12071,589,S1,0.03,18,2200.0,341000.0,6138000.0,147.7
12071000306,12071,134,W1,0.52,70,1800.0,198000.0,13860000.0,151.9
12071000306,12071,134,MH,0.3,40,900.0,49500.0,1980000.0,151.9
12071000306,12071,134,M1,0.1,13,1600.0,192000.0,2496000.0,151.9
12071000306,12071,134,C1,0.05,7,2000.0,280000.0,1960000.0,151.9
12071000306,12071,134,S1,0.03,4,2200.0,341000.0,1364000.0,151.9
12071040129,12071,313,W1,0.52,163,1800.0,198000.0,32274000.0,147.2
12071040129,12071,313,MH,0.3,94,900.0,49500.0,4653000.0,147.2
12071040129,12071,313,M1,0.1,31,1600.0,192000.0,5952000.0,147.2
12071040129,12071,313,C1,0.05,16,2000.0,280000.0,4480000.0,147.2
12071040129,12071,313,S1,0.03,9,2200.0,341000.0,3069000.0,147.2
12071010308,12071,345,W1,0.52,179,1800.0,198000.0,35442000.0,146.2
12071010308,12071,345,MH,0.3,104,900.0,49500.0,5148000.0,146.2
12071010308,12071,345,M1,0.1,34,1600.0,192000.0,6528000.0,146.2
12071010308,12071,345,C1,0.05,17,2000.0,280000.0,4760000.0,146.2
12071010308,12071,345,S1,0.03,10,2200.0,341000.0,3410000.0,146.2
12071001919,12071,187,W1,0.52,97,1800.0,198000.0,19206000.0,148.8
12071001919,12071,187,MH,0.3,56,900.0,49500.0,2772000.0,148.8
12071001919,12071,187,M1,0.1,19,1600.0,192000.0,3648000.0,148.8
12071001919,12071,187,C1,0.05,9,2000.0,280000.0,2520000.0,148.8
12071001919,12071,187,S1,0.03,6,2200.0,341000.0,2046000.0,148.8
12071001923,12071,395,W1,0.52,205,1800.0,198000.0,40590000.0,151.2
12071001923,12071,395,MH,0.3,118,900.0,49500.0,5841000.0,151.2
12071001923,12071,395,M1,0.1,40,1600.0,192000.0,7680000.0,151.2
12071001923,12071,395,C1,0.05,20,2000.0,280000.0,5600000.0,151.2
12071001923,12071,395,S1,0.03,12,2200.0,341000.0,4092000.0,151.2
12071001002,12071,165,W1,0.52,86,1800.0,198000.0,17028000.0,149.7
12071001002,12071,165,MH,0.3,50,900.0,49500.0,2475000.0,149.7
12071001002,12071,165,M1,0.1,16,1600.0,192000.0,3072000.0,149.7
12071001002,12071,165,C1,0.05,8,2000.0,280000.0,2240000.0,149.7
12071001002,12071,165,S1,0.03,5,2200.0,341000.0,1705000.0,149.7
12071020802,12071,323,W1,0.52,168,1800.0,198000.0,33264000.0,145.5
12071020802,12071,323,MH,0.3,97,900.0,49500.0,4801500.0,145.5
12071020802,12071,323,M1,0.1,32,1600.0,192000.0,6144000.0,145.5
12071020802,12071,323,C1,0.05,16,2000.0,280000.0,4480000.0,145.5
12071020802,12071,323,S1,0.03,10,2200.0,341000.0,3410000.0,145.5
12071050316,12071,599,W1,0.52,311,1800.0,198000.0,61578000.0,135.5
12071050316,12071,599,MH,0.3,180,900.0,49500.0,8910000.0,135.5
12071050316,12071,599,M1,0.1,60,1600.0,192000.0,11520000.0,135.5
12071050316,12071,599,C1,0.05,30,2000.0,280000.0,8400000.0,135.5
12071050316,12071,599,S1,0.03,18,2200.0,341000.0,6138000.0,135.5
12071040137,12071,519,W1,0.52,270,1800.0,198000.0,53460000.0,143.2
12071040137,12071,519,MH,0.3,156,900.0,49500.0,7722000.0,143.2
12071040137,12071,519,M1,0.1,52,1600.0,192000.0,9984000.0,143.2
12071040137,12071,519,C1,0.05,26,2000.0,280000.0,7280000.0,143.2
12071040137,12071,519,S1,0.03,16,2200.0,341000.0,5456000.0,143.2
12071040132,12071,269,W1,0.52,140,1800.0,198000.0,27720000.0,149.6
12071040132,12071,269,MH,0.3,81,900.0,49500.0,4009500.0,149.6
12071040132,12071,269,M1,0.1,27,1600.0,192000.0,5184000.0,149.6
12071040132,12071,269,C1,0.05,13,2000.0,280000.0,3640000.0,149.6
12071040132,12071,269,S1,0.03,8,2200.0,341000.0,2728000.0,149.6
12071001916,12071,277,W1,0.52,144,1800.0,198000.0,28512000.0,148.2
12071001916,12071,277,MH,0.3,83,900.0,49500.0,4108500.0,148.2
12071001916,12071,277,M1,0.1,28,1600.0,192000.0,5376000.0,148.2
12071001916,12071,277,C1,0.05,14,2000.0,280000.0,3920000.0,148.2
12071001916,12071,277,S1,0.03,8,2200.0,341000.0,2728000.0,148.2
12071050323,12071,173,W1,0.52,90,1800.0,198000.0,17820000.0,114.7
12071050323,12071,173,MH,0.3,52,900.0,49500.0,2574000.0,114.7
12071050323,12071,173,M1,0.1,17,1600.0,192000.0,3264000.0,114.7
12071050323,12071,173,C1,0.05,9,2000.0,280000.0,2520000.0,114.7
12071050323,12071,173,S1,0.03,5,2200.0,341000.0,1705000.0,114.7
12071020104,12071,579,W1,0.52,301,1800.0,198000.0,59598000.0,147.6
12071020104,12071,579,MH,0.3,174,900.0,49500.0,8613000.0,147.6
12071020104,12071,579,M1,0.1,58,1600.0,192000.0,11136000.0,147.6
12071020104,12071,579,C1,0.05,29,2000.0,280000.0,8120000.0,147.6
12071020104,12071,579,S1,0.03,17,2200.0,341000.0,5797000.0,147.6
12071040208,12071,1617,W1,0.52,841,1800.0,198000.0,166518000.0,143.9
12071040208,12071,1617,MH,0.3,485,900.0,49500.0,24007500.0,143.9
12071040208,12071,1617,M1,0.1,162,1600.0,192000.0,31104000.0,143.9
12071040208,12071,1617,C1,0.05,81,2000.0,280000.0,22680000.0,143.9
12071040208,12071,1617,S1,0.03,49,2200.0,341000.0,16709000.0,143.9
12071050208,12071,303,W1,0.52,158,1800.0,198000.0,31284000.0,144.6
12071050208,12071,303,MH,0.3,91,900.0,49500.0,4504500.0,144.6
12071050208,12071,303,M1,0.1,30,1600.0,192000.0,5760000.0,144.6
12071050208,12071,303,C1,0.05,15,2000.0,280000.0,4200000.0,144.6
12071050208,12071,303,S1,0.03,9,2200.0,341000.0,3069000.0,144.6
12071000504,12071,558,W1,0.52,290,1800.0,198000.0,57420000.0,151.9
12071000504,12071,558,MH,0.3,167,900.0,49500.0,8266500.0,151.9
12071000504,12071,558,M1,0.1,56,1600.0,192000.0,10752000.0,151.9
12071000504,12071,558,C1,0.05,28,2000.0,280000.0,7840000.0,151.9
12071000504,12071,558,S1,0.03,17,2200.0,341000.0,5797000.0,151.9
12071010602,12071,192,W1,0.52,100,1800.0,198000.0,19800000.0,150.3
12071010602,12071,192,MH,0.3,58,900.0,49500.0,2871000.0,150.3
12071010602,12071,192,M1,0.1,19,1600.0,192000.0,3648000.0,150.3
12071010602,12071,192,C1,0.05,10,2000.0,280000.0,2800000.0,150.3
12071010602,12071,192,S1,0.03,6,2200.0,341000.0,2046000.0,150.3
12071010801,12071,459,W1,0.52,239,1800.0,198000.0,47322000.0,151.8
12071010801,12071,459,MH,0.3,138,900.0,49500.0,6831000.0,151.8
12071010801,12071,459,M1,0.1,46,1600.0,192000.0,8832000.0,151.8
12071010801,12071,459,C1,0.05,23,2000.0,280000.0,6440000.0,151.8
12071010801,12071,459,S1,0.03,14,2200.0,341000.0,4774000.0,151.8
12071010802,12071,322,W1,0.52,167,1800.0,198000.0,33066000.0,150.3
12071010802,12071,322,MH,0.3,97,900.0,49500.0,4801500.0,150.3
12071010802,12071,322,M1,0.1,32,1600.0,192000.0,6144000.0,150.3
12071010802,12071,322,C1,0.05,16,2000.0,280000.0,4480000.0,150.3
12071010802,12071,322,S1,0.03,10,2200.0,341000.0,3410000.0,150.3
12071010803,12071,575,W1,0.52,299,1800.0,198000.0,59202000.0,149.8
12071010803,12071,575,MH,0.3,172,900.0,49500.0,8514000.0,149.8
12071010803,12071,575,M1,0.1,58,1600.0,192000.0,11136000.0,149.8
12071010803,12071,575,C1,0.05,29,2000.0,280000.0,8120000.0,149.8
12071010803,12071,575,S1,0.03,17,2200.0,341000.0,5797000.0,149.8
12071010104,12071,270,W1,0.52,140,1800.0,198000.0,27720000.0,156.2
12071010104,12071,270,MH,0.3,81,900.0,49500.0,4009500.0,156.2
12071010104,12071,270,M1,0.1,27,1600.0,192000.0,5184000.0,156.2
12071010104,12071,270,C1,0.05,14,2000.0,280000.0,3920000.0,156.2
12071010104,12071,270,S1,0.03,8,2200.0,341000.0,2728000.0,156.2
12071001300,12071,475,W1,0.52,247,1800.0,198000.0,48906000.0,150.9
12071001300,12071,475,MH,0.3,142,900.0,49500.0,7029000.0,150.9
12071001300,12071,475,M1,0.1,48,1600.0,192000.0,9216000.0,150.9
12071001300,12071,475,C1,0.05,24,2000.0,280000.0,6720000.0,150.9
12071001300,12071,475,S1,0.03,14,2200.0,341000.0,4774000.0,150.9
12071001501,12071,188,W1,0.52,98,1800.0,198000.0,19404000.0,149.2
12071001501,12071,188,MH,0.3,56,900.0,49500.0,2772000.0,149.2
12071001501,12071,188,M1,0.1,19,1600.0,192000.0,3648000.0,149.2
12071001501,12071,188,C1,0.05,9,2000.0,280000.0,2520000.0,149.2
12071001501,12071,188,S1,0.03,6,2200.0,341000.0,2046000.0,149.2
12071001601,12071,264,W1,0.52,137,1800.0,198000.0,27126000.0,150.6
12071001601,12071,264,MH,0.3,79,900.0,49500.0,3910500.0,150.6
12071001601,12071,264,M1,0.1,26,1600.0,192000.0,4992000.0,150.6
12071001601,12071,264,C1,0.05,13,2000.0,280000.0,3640000.0,150.6
12071001601,12071,264,S1,0.03,8,2200.0,341000.0,2728000.0,150.6
12071001602,12071,418,W1,0.52,217,1800.0,198000.0,42966000.0,150.1
12071001602,12071,418,MH,0.3,125,900.0,49500.0,6187500.0,150.1
12071001602,12071,418,M1,0.1,42,1600.0,192000.0,8064000.0,150.1
12071001602,12071,418,C1,0.05,21,2000.0,280000.0,5880000.0,150.1
12071001602,12071,418,S1,0.03,13,2200.0,341000.0,4433000.0,150.1
12071001701,12071,257,W1,0.52,134,1800.0,198000.0,26532000.0,149.2
12071001701,12071,257,MH,0.3,77,900.0,49500.0,3811500.0,149.2
12071001701,12071,257,M1,0.1,26,1600.0,192000.0,4992000.0,149.2
12071001701,12071,257,C1,0.05,13,2000.0,280000.0,3640000.0,149.2
12071001701,12071,257,S1,0.03,8,2200.0,341000.0,2728000.0,149.2
12071020102,12071,526,W1,0.52,274,1800.0,198000.0,54252000.0,149.6
12071020102,12071,526,MH,0.3,158,900.0,49500.0,7821000.0,149.6
12071020102,12071,526,M1,0.1,53,1600.0,192000.0,10176000.0,149.6
12071020102,12071,526,C1,0.05,26,2000.0,280000.0,7280000.0,149.6
12071020102,12071,526,S1,0.03,16,2200.0,341000.0,5456000.0,149.6
12071010306,12071,468,W1,0.52,243,1800.0,198000.0,48114000.0,151.0
12071010306,12071,468,MH,0.3,140,900.0,49500.0,6930000.0,151.0
12071010306,12071,468,M1,0.1,47,1600.0,192000.0,9024000.0,151.0
12071010306,12071,468,C1,0.05,23,2000.0,280000.0,6440000.0,151.0
12071010306,12071,468,S1,0.03,14,2200.0,341000.0,4774000.0,151.0
12071030300,12071,6950,W1,0.52,3614,1800.0,198000.0,715572000.0,144.4
12071030300,12071,6950,MH,0.3,2085,900.0,49500.0,103207500.0,144.4
12071030300,12071,6950,M1,0.1,695,1600.0,192000.0,133440000.0,144.4
12071030300,12071,6950,C1,0.05,348,2000.0,280000.0,97440000.0,144.4
12071030300,12071,6950,S1,0.03,208,2200.0,341000.0,70928000.0,144.4
12071000401,12071,373,W1,0.52,194,1800.0,198000.0,38412000.0,151.4
12071000401,12071,373,MH,0.3,112,900.0,49500.0,5544000.0,151.4
12071000401,12071,373,M1,0.1,37,1600.0,192000.0,7104000.0,151.4
12071000401,12071,373,C1,0.05,19,2000.0,280000.0,5320000.0,151.4
12071000401,12071,373,S1,0.03,11,2200.0,341000.0,3751000.0,151.4
12071020400,12071,1040,W1,0.52,541,1800.0,198000.0,107118000.0,152.4
12071020400,12071,1040,MH,0.3,312,900.0,49500.0,15444000.0,152.4
12071020400,12071,1040,M1,0.1,104,1600.0,192000.0,19968000.0,152.4
12071020400,12071,1040,C1,0.05,52,2000.0,280000.0,14560000.0,152.4
12071020400,12071,1040,S1,0.03,31,2200.0,341000.0,10571000.0,152.4
12071020501,12071,227,W1,0.52,118,1800.0,198000.0,23364000.0,149.2
12071020501,12071,227,MH,0.3,68,900.0,49500.0,3366000.0,149.2
12071020501,12071,227,M1,0.1,23,1600.0,192000.0,4416000.0,149.2
12071020501,12071,227,C1,0.05,11,2000.0,280000.0,3080000.0,149.2
12071020501,12071,227,S1,0.03,7,2200.0,341000.0,2387000.0,149.2
12071020502,12071,429,W1,0.52,223,1800.0,198000.0,44154000.0,151.3
12071020502,12071,429,MH,0.3,129,900.0,49500.0,6385500.0,151.3
12071020502,12071,429,M1,0.1,43,1600.0,192000.0,8256000.0,151.3
12071020502,12071,429,C1,0.05,21,2000.0,280000.0,5880000.0,151.3
12071020502,12071,429,S1,0.03,13,2200.0,341000.0,4433000.0,151.3
12071020600,12071,472,W1,0.52,245,1800.0,198000.0,48510000.0,145.7
12071020600,12071,472,MH,0.3,142,900.0,49500.0,7029000.0,145.7
12071020600,12071,472,M1,0.1,47,1600.0,192000.0,9024000.0,145.7
12071020600,12071,472,C1,0.05,24,2000.0,280000.0,6720000.0,145.7
12071020600,12071,472,S1,0.03,14,2200.0,341000.0,4774000.0,145.7
12071000402,12071,287,W1,0.52,149,1800.0,198000.0,29502000.0,151.4
12071000402,12071,287,MH,0.3,86,900.0,49500.0,4257000.0,151.4
12071000402,12071,287,M1,0.1,29,1600.0,192000.0,5568000.0,151.4
12071000402,12071,287,C1,0.05,14,2000.0,280000.0,3920000.0,151.4
12071000402,12071,287,S1,0.03,9,2200.0,341000.0,3069000.0,151.4
12071000502,12071,229,W1,0.52,119,1800.0,198000.0,23562000.0,151.8
12071000502,12071,229,MH,0.3,69,900.0,49500.0,3415500.0,151.8
12071000502,12071,229,M1,0.1,23,1600.0,192000.0,4416000.0,151.8
12071000502,12071,229,C1,0.05,11,2000.0,280000.0,3080000.0,151.8
12071000502,12071,229,S1,0.03,7,2200.0,341000.0,2387000.0,151.8
12071020700,12071,511,W1,0.52,266,1800.0,198000.0,52668000.0,145.7
12071020700,12071,511,MH,0.3,153,900.0,49500.0,7573500.0,145.7
12071020700,12071,511,M1,0.1,51,1600.0,192000.0,9792000.0,145.7
