tract_id,total_TIV,expected_loss,n_buildings,wind_mph,bldgs_DS0,bldgs_DS1,bldgs_DS2,bldgs_DS3,bldgs_DS4,MDR,loss_ratio,TIV_M,loss_M
12071050323,27883000.0,9804871.8,173,114.7,19.0,29.0,38.0,35.0,52.0,0.3516433597532547,0.3516433597532547,27.88,9.8
12071050324,86595500.0,33829150.550000004,537,119.7,47.0,82.0,114.0,113.0,180.0,0.3906571421147751,0.3906571421147751,86.6,33.83
12071050325,72588500.0,26373709.9,450,116.2,44.0,74.0,97.0,93.0,139.0,0.36333179360367,0.36333179360367,72.59,26.37
12071050401,54793000.0,24597767.5,340,127.2,23.0,45.0,67.0,74.0,132.0,0.448921714452576,0.448921714452576,54.79,24.6
12071050402,53908000.0,24337131.8,334,127.6,21.0,43.0,65.0,72.0,131.0,0.4514567745047117,0.4514567745047117,53.91,24.34
12071050501,32941000.0,14365252.6,205,125.4,13.0,27.0,40.0,44.0,78.0,0.4360903615555083,0.4360903615555083,32.94,14.37
12071050502,94688000.0,39634172.8,587,123.3,44.0,83.0,120.0,125.0,213.0,0.4185765123352483,0.4185765123352483,94.69,39.63
12071050601,60966500.0,27872546.95,378,128.3,23.0,47.0,74.0,82.0,150.0,0.4571780723840141,0.4571780723840141,60.97,27.87
12071050603,38421500.0,17757683.2,238,129.0,13.0,31.0,47.0,51.0,96.0,0.462180893510144,0.462180893510144,38.42,17.76
12071050604,41505500.0,18426238.9,257,126.7,17.0,34.0,51.0,56.0,100.0,0.4439469202876728,0.4439469202876728,41.51,18.43
12071060202,39554000.0,22852805.8,246,145.0,7.0,20.0,38.0,51.0,129.0,0.577762193457046,0.577762193457046,39.55,22.85
12071070102,589721500.0,338080189.85,3657,144.5,116.0,309.0,575.0,768.0,1888.0,0.5732878822461112,0.5732878822461112,589.72,338.08
12071080202,170058000.0,106142118.6,1054,152.4,25.0,71.0,146.0,212.0,599.0,0.6241524573968882,0.6241524573968882,170.06,106.14
12071080203,134967500.0,84514906.05,837,152.7,18.0,56.0,116.0,168.0,478.0,0.6261870898549651,0.6261870898549651,134.97,84.51
12071980000,331298000.0,186764900.6,2054,143.1,69.0,181.0,330.0,434.0,1041.0,0.5637368791842993,0.5637368791842993,331.3,186.76
