tract_id,MBT,n_buildings,TIV_total,wind_mph,p_DS1,p_DS2,p_DS3,p_DS4,prob_DS0,prob_DS1,prob_DS2,prob_DS3,prob_DS4,MDR,expected_loss,bldgs_DS0,bldgs_DS1,bldgs_DS2,bldgs_DS3,bldgs_DS4
12071001921,MH,622,30789000.0,147.9,0.9933,0.9693,0.8928,0.7704,0.0067,0.024,0.0764,0.1225,0.7704,0.8397,25853523.3,4.0,15.0,48.0,76.0,479.0
12071001921,M1,207,39744000.0,147.9,0.954,0.8294,0.6274,0.3773,0.046,0.1246,0.202,0.2501,0.3773,0.525,20865600.0,10.0,26.0,42.0,52.0,78.0
12071001921,C1,104,29120000.0,147.9,0.8916,0.7248,0.4839,0.2371,0.1084,0.1667,0.2409,0.2468,0.2371,0.3879,11295648.0,11.0,17.0,25.0,26.0,25.0
12071001921,S1,62,21142000.0,147.9,0.8916,0.7248,0.4839,0.2371,0.1084,0.1667,0.2409,0.2468,0.2371,0.3879,8200981.800000001,7.0,10.0,15.0,15.0,15.0
12071010503,W1,114,22572000.0,150.7,0.9789,0.9012,0.7424,0.5053,0.0211,0.0777,0.1588,0.2371,0.5053,0.6413,14475423.6,2.0,9.0,18.0,27.0,58.0
12071010503,MH,66,3267000.0,150.7,0.9941,0.9724,0.9012,0.7844,0.0059,0.0218,0.0711,0.1169,0.7844,0.8504,2778256.8000000003,0.0,1.0,5.0,8.0,52.0
12071010503,M1,22,4224000.0,150.7,0.959,0.8426,0.6475,0.3978,0.041,0.1163,0.1951,0.2497,0.3978,0.5445,2299968.0,1.0,3.0,4.0,5.0,9.0
12071010503,C1,11,3080000.0,150.7,0.9012,0.7424,0.5053,0.254,0.0988,0.1588,0.2371,0.2514,0.254,0.4065,1252020.0,1.0,2.0,3.0,3.0,3.0
12071010503,S1,7,2387000.0,150.7,0.9012,0.7424,0.5053,0.254,0.0988,0.1588,0.2371,0.2514,0.254,0.4065,970315.4999999999,1.0,1.0,2.0,2.0,2.0
12071040139,W1,212,41976000.0,139.3,0.9646,0.8563,0.665,0.4163,0.0354,0.1084,0.1913,0.2487,0.4163,0.5619,23586314.4,8.0,23.0,41.0,53.0,88.0
12071040139,MH,122,6039000.0,139.3,0.9899,0.9573,0.8626,0.7225,0.0101,0.0326,0.0947,0.1401,0.7225,0.8027,4847505.3,1.0,4.0,12.0,17.0,88.0
12071040139,M1,41,7872000.0,139.3,0.935,0.7825,0.5611,0.3143,0.065,0.1525,0.2214,0.2468,0.3143,0.4629,3643948.8,3.0,6.0,9.0,10.0,13.0
12071040139,C1,20,5600000.0,139.3,0.8563,0.665,0.4163,0.1876,0.1437,0.1913,0.2487,0.2287,0.1876,0.3306,1851360.0,3.0,4.0,5.0,5.0,4.0
12071040139,S1,12,4092000.0,139.3,0.8563,0.665,0.4163,0.1876,0.1437,0.1913,0.2487,0.2287,0.1876,0.3306,1352815.2,2.0,2.0,3.0,3.0,2.0
12071040133,W1,161,31878000.0,146.2,0.9741,0.8853,0.7137,0.4708,0.0259,0.0889,0.1716,0.2429,0.4708,0.6112,19483833.599999998,4.0,14.0,28.0,39.0,76.0
12071040133,MH,93,4603500.0,146.2,0.9927,0.9672,0.8874,0.7615,0.0073,0.0255,0.0798,0.1259,0.7615,0.833,3834715.5,1.0,2.0,7.0,12.0,71.0
12071040133,M1,31,5952000.0,146.2,0.9507,0.8209,0.6148,0.3648,0.0493,0.1299,0.206,0.25,0.3648,0.513,3053376.0,2.0,4.0,6.0,8.0,11.0
12071040133,C1,16,4480000.0,146.2,0.8853,0.7137,0.4708,0.227,0.1147,0.1716,0.2429,0.2438,0.227,0.3766,1687168.0,2.0,3.0,4.0,4.0,4.0
12071040133,S1,9,3069000.0,146.2,0.8853,0.7137,0.4708,0.227,0.1147,0.1716,0.2429,0.2438,0.227,0.3766,1155785.4,1.0,2.0,2.0,2.0,2.0
12071040128,W1,296,58608000.0,148.0,0.9762,0.8919,0.7255,0.4847,0.0238,0.0843,0.1664,0.2408,0.4847,0.6234,36536227.199999996,7.0,25.0,49.0,71.0,143.0
12071040128,MH,171,8464500.0,148.0,0.9933,0.9694,0.8932,0.7709,0.0067,0.024,0.0762,0.1223,0.7709,0.8401,7111026.449999999,1.0,4.0,13.0,21.0,132.0
12071040128,M1,57,10944000.0,148.0,0.9542,0.8299,0.6281,0.378,0.0458,0.1243,0.2017,0.2501,0.378,0.5257,5753260.8,3.0,7.0,11.0,14.0,22.0
12071040128,C1,28,7840000.0,148.0,0.8919,0.7255,0.4847,0.2377,0.1081,0.1664,0.2408,0.247,0.2377,0.3886,3046624.0,3.0,5.0,7.0,7.0,7.0
12071040128,S1,17,5797000.0,148.0,0.8919,0.7255,0.4847,0.2377,0.1081,0.1664,0.2408,0.247,0.2377,0.3886,2252714.2,2.0,3.0,4.0,4.0,4.0
12071001709,W1,165,32670000.0,150.2,0.9784,0.8995,0.7394,0.5015,0.0216,0.0789,0.1602,0.2378,0.5015,0.638,20843460.0,4.0,13.0,26.0,39.0,83.0
12071001709,MH,95,4702500.0,150.2,0.994,0.9718,0.8998,0.7819,0.006,0.0221,0.0721,0.1179,0.7819,0.8485,3990071.25,1.0,2.0,7.0,11.0,74.0
12071001709,M1,32,6144000.0,150.2,0.9581,0.8403,0.644,0.3942,0.0419,0.1178,0.1964,0.2498,0.3942,0.541,3323904.0,1.0,4.0,6.0,8.0,13.0
12071001709,C1,16,4480000.0,150.2,0.8995,0.7394,0.5015,0.2509,0.1005,0.1602,0.2378,0.2506,0.2509,0.4032,1806336.0,2.0,3.0,4.0,4.0,4.0
12071001709,S1,10,3410000.0,150.2,0.8995,0.7394,0.5015,0.2509,0.1005,0.1602,0.2378,0.2506,0.2509,0.4032,1374912.0,1.0,2.0,2.0,3.0,3.0
12071001209,W1,109,21582000.0,150.7,0.9789,0.9012,0.7424,0.5053,0.0211,0.0777,0.1588,0.2371,0.5053,0.6413,13840536.6,2.0,8.0,17.0,26.0,55.0
12071001209,MH,63,3118500.0,150.7,0.9941,0.9724,0.9012,0.7844,0.0059,0.0218,0.0711,0.1169,0.7844,0.8504,2651972.4,0.0,1.0,4.0,7.0,49.0
12071001209,M1,21,4032000.0,150.7,0.959,0.8426,0.6475,0.3978,0.041,0.1163,0.1951,0.2497,0.3978,0.5445,2195424.0,1.0,2.0,4.0,5.0,8.0
12071001209,C1,10,2800000.0,150.7,0.9012,0.7424,0.5053,0.254,0.0988,0.1588,0.2371,0.2514,0.254,0.4065,1138200.0,1.0,2.0,2.0,3.0,3.0
12071001209,S1,6,2046000.0,150.7,0.9012,0.7424,0.5053,0.254,0.0988,0.1588,0.2371,0.2514,0.254,0.4065,831699.0,1.0,1.0,1.0,2.0,2.0
12071010106,W1,305,60390000.0,155.5,0.9831,0.9159,0.7705,0.541,0.0169,0.0672,0.1454,0.2295,0.541,0.6716,40557924.0,5.0,20.0,44.0,70.0,165.0
12071010106,MH,176,8712000.0,155.5,0.9953,0.977,0.9142,0.8066,0.0047,0.0183,0.0628,0.1076,0.8066,0.867,7553304.0,1.0,3.0,11.0,19.0,142.0
12071010106,M1,59,11328000.0,155.5,0.9663,0.8632,0.6802,0.4327,0.0337,0.103,0.1831,0.2474,0.4327,0.5768,6533990.399999999,2.0,6.0,11.0,15.0,26.0
12071010106,C1,29,8120000.0,155.5,0.9159,0.7705,0.541,0.2835,0.0841,0.1454,0.2295,0.2575,0.2835,0.4381,3557372.0,2.0,4.0,7.0,7.0,8.0
12071010106,S1,18,6138000.0,155.5,0.9159,0.7705,0.541,0.2835,0.0841,0.1454,0.2295,0.2575,0.2835,0.4381,2689057.8,2.0,3.0,4.0,5.0,5.0
12071010209,W1,99,19602000.0,143.7,0.971,0.8754,0.6967,0.4512,0.029,0.0956,0.1787,0.2455,0.4512,0.5937,11637707.4,3.0,9.0,18.0,24.0,45.0
12071010209,MH,57,2821500.0,143.7,0.9918,0.9639,0.879,0.748,0.0082,0.0279,0.085,0.131,0.748,0.8225,2320683.75,0.0,2.0,5.0,7.0,43.0
12071010209,M1,19,3648000.0,143.7,0.9455,0.8077,0.5959,0.3465,0.0545,0.1378,0.2118,0.2494,0.3465,0.4951,1806124.8,1.0,3.0,4.0,5.0,7.0
12071010209,C1,10,2800000.0,143.7,0.8754,0.6967,0.4512,0.2124,0.1246,0.1787,0.2455,0.2388,0.2124,0.36,1008000.0,1.0,2.0,2.0,2.0,2.0
12071010209,S1,6,2046000.0,143.7,0.8754,0.6967,0.4512,0.2124,0.1246,0.1787,0.2455,0.2388,0.2124,0.36,736560.0,1.0,1.0,1.0,1.0,1.0
12071001922,W1,110,21780000.0,149.2,0.9774,0.8961,0.7331,0.4939,0.0226,0.0813,0.163,0.2392,0.4939,0.6314,13751892.0,2.0,9.0,18.0,26.0,54.0
12071001922,MH,64,3168000.0,149.2,0.9937,0.9708,0.8968,0.777,0.0063,0.0229,0.0739,0.1199,0.777,0.8448,2676326.4,0.0,1.0,5.0,8.0,50.0
12071001922,M1,21,4032000.0,149.2,0.9564,0.8356,0.6368,0.3868,0.0436,0.1207,0.1988,0.25,0.3868,0.5341,2153491.2,1.0,3.0,4.0,5.0,8.0
12071001922,C1,11,3080000.0,149.2,0.8961,0.7331,0.4939,0.2449,0.1039,0.163,0.2392,0.249,0.2449,0.3966,1221528.0,1.0,2.0,3.0,3.0,3.0
12071001922,S1,6,2046000.0,149.2,0.8961,0.7331,0.4939,0.2449,0.1039,0.163,0.2392,0.249,0.2449,0.3966,811443.6,1.0,1.0,1.0,1.0,1.0
12071010415,W1,1632,323136000.0,154.6,0.9824,0.9133,0.7654,0.5344,0.0176,0.069,0.1479,0.231,0.5344,0.6661,215240889.6,29.0,113.0,241.0,377.0,872.0
12071010415,MH,942,46629000.0,154.6,0.9951,0.9762,0.9119,0.8026,0.0049,0.0189,0.0643,0.1093,0.8026,0.8641,40292118.9,5.0,18.0,61.0,103.0,756.0
12071010415,M1,314,60288000.0,154.6,0.965,0.8595,0.6742,0.4262,0.035,0.1054,0.1853,0.248,0.4262,0.5709,34418419.199999996,11.0,33.0,58.0,78.0,134.0
12071010415,C1,157,43960000.0,154.6,0.9133,0.7654,0.5344,0.2779,0.0867,0.1479,0.231,0.2565,0.2779,0.4322,18999512.0,14.0,23.0,36.0,40.0,44.0
12071010415,S1,94,32054000.0,154.6,0.9133,0.7654,0.5344,0.2779,0.0867,0.1479,0.231,0.2565,0.2779,0.4322,13853738.799999999,8.0,14.0,22.0,24.0,26.0
12071020301,W1,209,41382000.0,151.4,0.9796,0.9035,0.7467,0.5106,0.0204,0.0761,0.1568,0.2361,0.5106,0.6458,26724495.6,4.0,16.0,33.0,49.0,107.0
12071020301,MH,121,5989500.0,151.4,0.9943,0.9731,0.9032,0.7877,0.0057,0.0212,0.0699,0.1155,0.7877,0.8529,5108444.55,1.0,3.0,8.0,14.0,95.0
12071020301,M1,40,7680000.0,151.4,0.9601,0.8458,0.6524,0.4029,0.0399,0.1143,0.1934,0.2495,0.4029,0.5493,4218624.0,2.0,5.0,8.0,10.0,16.0
12071020301,C1,20,5600000.0,151.4,0.9035,0.7467,0.5106,0.2582,0.0965,0.1568,0.2361,0.2524,0.2582,0.4111,2302160.0,2.0,3.0,5.0,5.0,5.0
12071020301,S1,12,4092000.0,151.4,0.9035,0.7467,0.5106,0.2582,0.0965,0.1568,0.2361,0.2524,0.2582,0.4111,1682221.2000000002,1.0,2.0,3.0,3.0,3.0
12071070202,W1,4601,910998000.0,141.8,0.9684,0.8675,0.6833,0.4362,0.0316,0.101,0.1842,0.2471,0.4362,0.5802,528561039.6,145.0,465.0,848.0,1137.0,2007.0
12071070202,MH,2655,131422500.0,141.8,0.9911,0.9612,0.8721,0.7372,0.0089,0.0298,0.0891,0.1349,0.7372,0.8142,107004199.5,24.0,79.0,237.0,358.0,1957.0
12071070202,M1,885,169920000.0,141.8,0.9412,0.7971,0.5811,0.3325,0.0588,0.1441,0.2161,0.2485,0.3325,0.4813,81782496.0,52.0,128.0,191.0,220.0,294.0
12071070202,C1,442,123760000.0,141.8,0.8675,0.6833,0.4362,0.2016,0.1325,0.1842,0.2471,0.2346,0.2016,0.3473,42981848.0,59.0,81.0,109.0,104.0,89.0
12071070202,S1,265,90365000.0,141.8,0.8675,0.6833,0.4362,0.2016,0.1325,0.1842,0.2471,0.2346,0.2016,0.3473,31383764.5,35.0,49.0,65.0,62.0,53.0
12071050324,W1,279,55242000.0,119.7,0.9153,0.7358,0.4971,0.2596,0.0847,0.1795,0.2386,0.2376,0.2596,0.4058,22417203.6,24.0,50.0,67.0,66.0,72.0
12071050324,MH,161,7969500.0,119.7,0.9741,0.9101,0.7621,0.5837,0.0259,0.064,0.148,0.1784,0.5837,0.6889,5490188.55,4.0,10.0,24.0,29.0,94.0
12071050324,M1,54,10368000.0,119.7,0.8601,0.6358,0.3899,0.1796,0.1399,0.2243,0.2459,0.2104,0.1796,0.3138,3253478.4000000004,8.0,12.0,13.0,11.0,10.0
12071050324,C1,27,7560000.0,119.7,0.7358,0.4971,0.2596,0.0934,0.2642,0.2386,0.2376,0.1662,0.0934,0.205,1549800.0,7.0,6.0,6.0,4.0,3.0
12071050324,S1,16,5456000.0,119.7,0.7358,0.4971,0.2596,0.0934,0.2642,0.2386,0.2376,0.1662,0.0934,0.205,1118480.0,4.0,4.0,4.0,3.0,1.0
12071001207,W1,220,43560000.0,150.2,0.9784,0.8995,0.7394,0.5015,0.0216,0.0789,0.1602,0.2378,0.5015,0.638,27791280.0,5.0,17.0,35.0,52.0,110.0
12071001207,MH,127,6286500.0,150.2,0.994,0.9718,0.8998,0.7819,0.006,0.0221,0.0721,0.1179,0.7819,0.8485,5334095.25,1.0,3.0,9.0,15.0,99.0
12071001207,M1,42,8064000.0,150.2,0.9581,0.8403,0.644,0.3942,0.0419,0.1178,0.1964,0.2498,0.3942,0.541,4362624.0,2.0,5.0,8.0,10.0,17.0
12071001207,C1,21,5880000.0,150.2,0.8995,0.7394,0.5015,0.2509,0.1005,0.1602,0.2378,0.2506,0.2509,0.4032,2370816.0,2.0,3.0,5.0,5.0,5.0
12071001207,S1,13,4433000.0,150.2,0.8995,0.7394,0.5015,0.2509,0.1005,0.1602,0.2378,0.2506,0.2509,0.4032,1787385.6,1.0,2.0,3.0,3.0,3.0
12071010416,W1,160,31680000.0,154.7,0.9824,0.9136,0.766,0.5351,0.0176,0.0688,0.1476,0.2309,0.5351,0.6667,21121056.0,3.0,11.0,24.0,37.0,86.0
12071010416,MH,92,4554000.0,154.7,0.9951,0.9763,0.9122,0.803,0.0049,0.0188,0.0641,0.1091,0.803,0.8644,3936477.5999999996,0.0,2.0,6.0,10.0,74.0
12071010416,M1,31,5952000.0,154.7,0.9651,0.86,0.6749,0.4269,0.0349,0.1052,0.1851,0.2479,0.4269,0.5715,3401568.0,1.0,3.0,6.0,8.0,13.0
12071010416,C1,15,4200000.0,154.7,0.9136,0.766,0.5351,0.2785,0.0864,0.1476,0.2309,0.2566,0.2785,0.4329,1818180.0,1.0,2.0,3.0,4.0,4.0
12071010416,S1,9,3069000.0,154.7,0.9136,0.766,0.5351,0.2785,0.0864,0.1476,0.2309,0.2566,0.2785,0.4329,1328570.1,1.0,1.0,2.0,2.0,3.0
12071010414,W1,102,20196000.0,150.9,0.9791,0.9019,0.7437,0.5068,0.0209,0.0773,0.1582,0.2368,0.5068,0.6426,12977949.6,2.0,8.0,16.0,24.0,52.0
12071010414,MH,59,2920500.0,150.9,0.9942,0.9726,0.9018,0.7853,0.0058,0.0216,0.0708,0.1165,0.7853,0.8511,2485637.55,0.0,1.0,4.0,7.0,46.0
12071010414,M1,20,3840000.0,150.9,0.9593,0.8435,0.6489,0.3993,0.0407,0.1158,0.1946,0.2496,0.3993,0.5459,2096256.0000000002,1.0,2.0,4.0,5.0,8.0
12071010414,C1,10,2800000.0,150.9,0.9019,0.7437,0.5068,0.2552,0.0981,0.1582,0.2368,0.2516,0.2552,0.4078,1141840.0,1.0,2.0,2.0,3.0,3.0
12071010414,S1,6,2046000.0,150.9,0.9019,0.7437,0.5068,0.2552,0.0981,0.1582,0.2368,0.2516,0.2552,0.4078,834358.8,1.0,1.0,1.0,2.0,2.0
12071010207,W1,418,82764000.0,149.5,0.9777,0.8972,0.735,0.4962,0.0223,0.0806,0.1622,0.2388,0.4962,0.6334,52422717.599999994,9.0,34.0,68.0,100.0,207.0
12071010207,MH,241,11929500.0,149.5,0.9938,0.9711,0.8977,0.7785,0.0062,0.0227,0.0734,0.1193,0.7785,0.8459,10091164.05,1.0,5.0,18.0,29.0,188.0
12071010207,M1,80,15360000.0,149.5,0.9569,0.8371,0.639,0.389,0.0431,0.1199,0.1981,0.2499,0.389,0.5362,8236032.0,3.0,10.0,16.0,20.0,31.0
12071010207,C1,40,11200000.0,149.5,0.8972,0.735,0.4962,0.2467,0.1028,0.1622,0.2388,0.2495,0.2467,0.3986,4464320.0,4.0,6.0,10.0,10.0,10.0
12071010207,S1,24,8184000.0,149.5,0.8972,0.735,0.4962,0.2467,0.1028,0.1622,0.2388,0.2495,0.2467,0.3986,3262142.4,2.0,4.0,6.0,6.0,6.0
12071070201,W1,1370,271260000.0,152.8,0.9808,0.9079,0.755,0.5211,0.0192,0.0729,0.1529,0.234,0.5211,0.6548,177621048.0,26.0,100.0,209.0,321.0,714.0
12071070201,MH,790,39105000.0,152.8,0.9947,0.9745,0.9071,0.7944,0.0053,0.0202,0.0674,0.1128,0.7944,0.8579,33548179.5,4.0,16.0,53.0,89.0,628.0
12071070201,M1,263,50496000.0,152.8,0.9623,0.8519,0.6621,0.4131,0.0377,0.1104,0.1899,0.2489,0.4131,0.5588,28217164.799999997,10.0,29.0,50.0,65.0,109.0
12071070201,C1,132,36960000.0,152.8,0.9079,0.755,0.5211,0.2668,0.0921,0.1529,0.234,0.2543,0.2668,0.4204,15537984.0,12.0,20.0,31.0,34.0,35.0
12071070201,S1,79,26939000.0,152.8,0.9079,0.755,0.5211,0.2668,0.0921,0.1529,0.234,0.2543,0.2668,0.4204,11325155.6,7.0,12.0,18.0,20.0,21.0
12071020302,W1,153,30294000.0,149.6,0.9778,0.8975,0.7356,0.497,0.0222,0.0803,0.1619,0.2387,0.497,0.6341,19209425.4,3.0,12.0,25.0,37.0,76.0
12071020302,MH,88,4356000.0,149.6,0.9938,0.9712,0.898,0.779,0.0062,0.0226,0.0732,0.1191,0.779,0.8463,3686482.8000000003,1.0,2.0,6.0,10.0,69.0
12071020302,M1,30,5760000.0,149.6,0.9571,0.8375,0.6397,0.3898,0.0429,0.1196,0.1978,0.2499,0.3898,0.5369,3092544.0000000005,1.0,4.0,6.0,7.0,12.0
12071020302,C1,15,4200000.0,149.6,0.8975,0.7356,0.497,0.2473,0.1025,0.1619,0.2387,0.2497,0.2473,0.3992,1676640.0,2.0,2.0,4.0,4.0,4.0
12071020302,S1,9,3069000.0,149.6,0.8975,0.7356,0.497,0.2473,0.1025,0.1619,0.2387,0.2497,0.2473,0.3992,1225144.8,1.0,1.0,2.0,2.0,2.0
12071030205,W1,506,100188000.0,141.9,0.9686,0.8679,0.684,0.437,0.0314,0.1007,0.1839,0.247,0.437,0.5809,58199209.199999996,16.0,51.0,93.0,125.0,221.0
12071030205,MH,292,14454000.0,141.9,0.9911,0.9613,0.8725,0.7378,0.0089,0.0297,0.0889,0.1347,0.7378,0.8146,11774228.4,3.0,9.0,26.0,39.0,215.0
12071030205,M1,97,18624000.0,141.9,0.9414,0.7977,0.5819,0.3333,0.0586,0.1437,0.2158,0.2486,0.3333,0.482,8976768.0,6.0,14.0,21.0,24.0,32.0
12071030205,C1,49,13720000.0,141.9,0.8679,0.684,0.437,0.2021,0.1321,0.1839,0.247,0.2348,0.2021,0.3479,4773188.0,6.0,9.0,12.0,12.0,10.0
12071030205,S1,29,9889000.0,141.9,0.8679,0.684,0.437,0.2021,0.1321,0.1839,0.247,0.2348,0.2021,0.3479,3440383.1,4.0,5.0,7.0,7.0,6.0
12071010112,W1,140,27720000.0,146.3,0.9743,0.8857,0.7144,0.4716,0.0257,0.0886,0.1713,0.2428,0.4716,0.6119,16961868.0,4.0,12.0,24.0,34.0,66.0
12071010112,MH,81,4009500.0,146.3,0.9928,0.9673,0.8877,0.7621,0.0072,0.0254,0.0796,0.1257,0.7621,0.8334,3341517.3000000003,1.0,2.0,6.0,10.0,62.0
12071010112,M1,27,5184000.0,146.3,0.9509,0.8214,0.6156,0.3655,0.0491,0.1296,0.2058,0.25,0.3655,0.5137,2663020.8000000003,1.0,3.0,6.0,7.0,10.0
12071010112,C1,14,3920000.0,146.3,0.8857,0.7144,0.4716,0.2276,0.1143,0.1713,0.2428,0.244,0.2276,0.3773,1479016.0,2.0,2.0,3.0,3.0,3.0
12071010112,S1,8,2728000.0,146.3,0.8857,0.7144,0.4716,0.2276,0.1143,0.1713,0.2428,0.244,0.2276,0.3773,1029274.4,1.0,1.0,2.0,2.0,2.0
12071010113,W1,2737,541926000.0,153.0,0.981,0.9085,0.7562,0.5226,0.019,0.0725,0.1523,0.2336,0.5226,0.6561,355557648.6,52.0,198.0,417.0,639.0,1430.0
12071010113,MH,1579,78160500.0,153.0,0.9947,0.9747,0.9077,0.7953,0.0053,0.02,0.067,0.1124,0.7953,0.8586,67108605.300000004,8.0,32.0,106.0,177.0,1256.0
12071010113,M1,526,100992000.0,153.0,0.9626,0.8528,0.6634,0.4146,0.0374,0.1098,0.1894,0.2488,0.4146,0.5601,56565619.2,20.0,58.0,100.0,131.0,218.0
12071010113,C1,263,73640000.0,153.0,0.9085,0.7562,0.5226,0.268,0.0915,0.1523,0.2336,0.2545,0.268,0.4217,31053988.0,24.0,40.0,61.0,67.0,70.0
12071010113,S1,158,53878000.0,153.0,0.9085,0.7562,0.5226,0.268,0.0915,0.1523,0.2336,0.2545,0.268,0.4217,22720352.6,14.0,24.0,37.0,40.0,42.0
12071010108,W1,411,81378000.0,155.4,0.983,0.9156,0.7699,0.5402,0.017,0.0674,0.1457,0.2297,0.5402,0.671,54604638.0,7.0,28.0,60.0,94.0,222.0
12071010108,MH,237,11731500.0,155.4,0.9953,0.9769,0.9139,0.8062,0.0047,0.0184,0.063,0.1078,0.8062,0.8667,10167691.05,1.0,4.0,15.0,26.0,191.0
12071010108,M1,79,15168000.0,155.4,0.9661,0.8628,0.6795,0.432,0.0339,0.1033,0.1833,0.2475,0.432,0.5761,8738284.799999999,3.0,8.0,14.0,20.0,34.0
12071010108,C1,40,11200000.0,155.4,0.9156,0.7699,0.5402,0.2829,0.0844,0.1457,0.2297,0.2574,0.2829,0.4374,4898880.0,3.0,6.0,9.0,10.0,11.0
12071010108,S1,24,8184000.0,155.4,0.9156,0.7699,0.5402,0.2829,0.0844,0.1457,0.2297,0.2574,0.2829,0.4374,3579681.6,2.0,3.0,6.0,6.0,7.0
12071050211,W1,85,16830000.0,139.4,0.9648,0.8567,0.6657,0.4171,0.0352,0.1081,0.191,0.2487,0.4171,0.5627,9470241.0,3.0,9.0,16.0,21.0,35.0
12071050211,MH,49,2425500.0,139.4,0.99,0.9575,0.863,0.7231,0.01,0.0325,0.0945,0.1399,0.7231,0.8032,1948161.6,0.0,2.0,5.0,7.0,35.0
12071050211,M1,16,3072000.0,139.4,0.9353,0.7831,0.5619,0.315,0.0647,0.1522,0.2211,0.2469,0.315,0.4636,1424179.2,1.0,2.0,4.0,4.0,5.0
12071050211,C1,8,2240000.0,139.4,0.8567,0.6657,0.4171,0.1881,0.1433,0.191,0.2487,0.2289,0.1881,0.3313,742112.0,1.0,2.0,2.0,2.0,2.0
12071050211,S1,5,1705000.0,139.4,0.8567,0.6657,0.4171,0.1881,0.1433,0.191,0.2487,0.2289,0.1881,0.3313,564866.5,1.0,1.0,1.0,1.0,1.0
12071050603,W1,124,24552000.0,129.0,0.9438,0.8007,0.5819,0.3333,0.0562,0.1431,0.2189,0.2486,0.3333,0.4823,11841429.6,7.0,18.0,27.0,31.0,41.0
12071050603,MH,71,3514500.0,129.0,0.9835,0.9368,0.8159,0.6548,0.0165,0.0467,0.1208,0.1611,0.6548,0.7484,2630251.8,1.0,3.0,9.0,11.0,46.0
12071050603,M1,24,4608000.0,129.0,0.9023,0.7126,0.4738,0.241,0.0977,0.1896,0.2388,0.2329,0.241,0.3851,1774540.8,2.0,5.0,6.0,6.0,6.0
12071050603,C1,12,3360000.0,129.0,0.8007,0.5819,0.3333,0.1343,0.1993,0.2189,0.2486,0.199,0.1343,0.263,883680.0,2.0,3.0,3.0,2.0,2.0
12071050603,S1,7,2387000.0,129.0,0.8007,0.5819,0.3333,0.1343,0.1993,0.2189,0.2486,0.199,0.1343,0.263,627781.0,1.0,2.0,2.0,1.0,1.0
12071050402,W1,174,34452000.0,127.6,0.9402,0.7919,0.5696,0.322,0.0598,0.1483,0.2223,0.2476,0.322,0.471,16226892.0,10.0,26.0,39.0,43.0,56.0
12071050402,MH,100,4950000.0,127.6,0.9823,0.9333,0.8086,0.6447,0.0177,0.049,0.1247,0.1639,0.6447,0.7401,3663495.0,2.0,5.0,12.0,16.0,64.0
12071050402,M1,33,6336000.0,127.6,0.8968,0.7019,0.4614,0.2313,0.1032,0.1949,0.2405,0.2301,0.2313,0.3743,2371564.8000000003,3.0,6.0,8.0,8.0,8.0
12071050402,C1,17,4760000.0,127.6,0.7919,0.5696,0.322,0.1277,0.2081,0.2223,0.2476,0.1943,0.1277,0.254,1209040.0,4.0,4.0,4.0,3.0,2.0
12071050402,S1,10,3410000.0,127.6,0.7919,0.5696,0.322,0.1277,0.2081,0.2223,0.2476,0.1943,0.1277,0.254,866140.0,2.0,2.0,2.0,2.0,1.0
12071050604,W1,133,26334000.0,126.7,0.9378,0.786,0.5617,0.3148,0.0622,0.1517,0.2244,0.2469,0.3148,0.4637,12211075.8,8.0,20.0,30.0,33.0,42.0
12071050604,MH,77,3811500.0,126.7,0.9815,0.931,0.8037,0.6381,0.0185,0.0505,0.1273,0.1656,0.6381,0.7346,2799927.9,1.0,4.0,10.0,13.0,49.0
12071050604,M1,26,4992000.0,126.7,0.8931,0.6949,0.4534,0.2252,0.1069,0.1982,0.2415,0.2282,0.2252,0.3674,1834060.8,3.0,5.0,6.0,6.0,6.0
12071050604,C1,13,3640000.0,126.7,0.786,0.5617,0.3148,0.1235,0.214,0.2244,0.2469,0.1913,0.1235,0.2483,903812.0,3.0,3.0,3.0,2.0,2.0
12071050604,S1,8,2728000.0,126.7,0.786,0.5617,0.3148,0.1235,0.214,0.2244,0.2469,0.1913,0.1235,0.2483,677362.4,2.0,2.0,2.0,2.0,1.0
12071050401,W1,177,35046000.0,127.2,0.9392,0.7893,0.5661,0.3188,0.0608,0.1498,0.2232,0.2473,0.3188,0.4678,16394518.799999999,11.0,27.0,40.0,44.0,56.0
12071050401,MH,102,5049000.0,127.2,0.982,0.9323,0.8064,0.6418,0.018,0.0497,0.1259,0.1647,0.6418,0.7377,3724647.3000000003,2.0,5.0,13.0,17.0,65.0
12071050401,M1,34,6528000.0,127.2,0.8952,0.6988,0.4579,0.2286,0.1048,0.1964,0.2409,0.2292,0.2286,0.3713,2423846.4,4.0,7.0,8.0,8.0,8.0
12071050401,C1,17,4760000.0,127.2,0.7893,0.5661,0.3188,0.1258,0.2107,0.2232,0.2473,0.193,0.1258,0.2515,1197140.0,4.0,4.0,4.0,3.0,2.0
12071050401,S1,10,3410000.0,127.2,0.7893,0.5661,0.3188,0.1258,0.2107,0.2232,0.2473,0.193,0.1258,0.2515,857615.0,2.0,2.0,2.0,2.0,1.0
12071040212,W1,610,120780000.0,141.9,0.9686,0.8679,0.684,0.437,0.0314,0.1007,0.1839,0.247,0.437,0.5809,70161102.0,19.0,61.0,112.0,151.0,267.0
